time	V(n001)	V(n002)
3.841164824175108e-003	-2.106212e-001	-3.411343e-005
3.864602324175108e-003	-1.879403e-001	2.830018e-005
3.871298752746537e-003	-1.808047e-001	4.511708e-005
3.877995181317965e-003	-1.733834e-001	6.187735e-005
3.884691609889394e-003	-1.656765e-001	7.858097e-005
3.891388038460822e-003	-1.576838e-001	9.522795e-005
3.898084467032251e-003	-1.494054e-001	1.118183e-004
3.904780895603679e-003	-1.408414e-001	1.283520e-004
3.911477324175108e-003	-1.319916e-001	1.448291e-004
3.915383574175107e-003	-1.267414e-001	1.546326e-004
3.924312145603678e-003	-1.143563e-001	1.749118e-004
3.933240717032248e-003	-1.017133e-001	1.985397e-004
3.942169288460818e-003	-8.881226e-002	2.255163e-004
3.951097859889390e-003	-7.565331e-002	2.558416e-004
3.960026431317960e-003	-6.223639e-002	2.895156e-004
3.968955002746530e-003	-4.856153e-002	3.265384e-004
3.977883574175101e-003	-3.462870e-002	3.669098e-004
3.997414824175098e-003	-4.060606e-003	5.006893e-004
4.000000000000000e-003	-2.449294e-016	5.233009e-004
